City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,la sarre,48.8002,-79.1996,-9.93,86,100,4.34,CA,1702503654
283,usinsk,65.9939,57.5281,-13.63,94,100,7.79,RU,1702503654
284,bandrele,-12.9067,45.1914,26.86,89,0,2.06,YT,1702503655
285,maitum,6.0392,124.4986,24.86,82,48,2.33,PH,1702503366
286,villa tecolutilla,18.2833,-93.3167,22.62,89,99,3.18,MX,1702503655
287,gaalkacyo,6.7697,47.4308,23.63,78,67,6.19,SO,1702503655
288,okha,53.5739,142.9478,-17.88,96,100,9.91,RU,1702503655
289,tanabe,33.7333,135.3667,9.34,82,6,1.72,JP,1702503655
290,menongue,-14.6585,17.691,18.4,86,100,1.36,AO,1702503655
291,mossel bay,-34.1831,22.146,17.74,77,76,2.9,ZA,1702503655
292,redwood falls,44.5394,-95.1169,10.01,29,0,4.63,US,1702503595
293,sakakah,29.9697,40.2064,13.76,74,6,6.76,SA,1702503655
294,villa de arista,22.65,-100.8333,15.45,63,100,3.53,MX,1702503656
295,yauya,-8.9833,-77.3,16.85,57,91,2.14,PE,1702503656
296,hilo,19.7297,-155.09,26.82,73,75,2.06,US,1702503656
297,suva,-18.1416,178.4415,27.71,65,75,2.57,FJ,1702503548
298,wynyard,-41.0,145.7167,14.88,92,100,5.33,AU,1702503656
299,lihue,21.9789,-159.3672,24.58,87,75,10.29,US,1702503656
300,kampong thom,12.7111,104.8887,22.81,79,72,2.53,KH,1702503656
301,palmer,42.1584,-72.3287,3.75,47,75,7.72,US,1702503656
302,biga,40.2281,27.2422,9.37,81,39,2.73,TR,1702503656
303,sandwich,41.6459,-88.6217,4.83,41,0,3.6,US,1702503656
304,vazante,-17.9869,-46.9078,28.09,44,49,2.88,BR,1702503656
305,tolanaro,-25.0319,46.9987,24.64,93,94,3.52,MG,1702503656
306,ekibastuz,51.6667,75.3667,-24.06,82,34,2.81,KZ,1702503656
307,kerikeri,-35.2268,173.9474,21.06,73,9,1.34,NZ,1702503657
308,raduzhny,62.0961,77.475,-21.0,100,100,2.32,RU,1702503657
309,vilyuchinsk,52.9306,158.4028,-5.85,60,76,12.42,RU,1702503657
310,guymon,36.6828,-101.4816,3.0,100,100,3.6,US,1702503657
311,thompson,55.7435,-97.8558,-3.91,74,75,3.09,CA,1702503657
312,forster,-32.1667,152.5167,27.43,52,69,2.23,AU,1702503657
313,digne-les-bains,44.0833,6.25,3.64,97,67,1.84,FR,1702503657
314,thief river falls,48.1191,-96.1812,-2.04,80,0,5.14,US,1702503499
315,salinopolis,-0.6136,-47.3561,27.72,79,47,5.29,BR,1702503657
316,yelizovo,53.1873,158.3805,-5.92,45,20,7.0,RU,1702503657
317,aripuana,-9.1667,-60.6333,27.05,77,70,0.69,BR,1702503366
318,saint-philippe,-21.3585,55.7679,24.77,81,83,2.67,RE,1702503657
319,lupane,-18.9315,27.807,22.32,73,100,2.79,ZW,1702503657
320,ancud,-41.8697,-73.8203,12.49,69,62,4.75,CL,1702503657
321,ambon,-3.6954,128.1814,30.37,42,40,1.03,ID,1702503658
322,auki,-8.7676,160.7034,26.83,85,63,1.24,SB,1702503658
323,north platte,41.1239,-100.7654,5.94,48,0,2.68,US,1702503658
324,maues,-3.3836,-57.7186,25.63,89,100,0.65,BR,1702503658
325,georgetown,5.4112,100.3354,25.96,89,20,3.6,MY,1702503658
326,taro,-8.3862,115.28,22.0,94,76,0.31,ID,1702503658
327,mount pearl,47.5166,-52.7813,1.85,82,75,6.69,CA,1702503658
328,mulayjah,27.271,48.4242,17.38,48,0,6.53,SA,1702503658
329,albertina,-22.2008,-46.6158,22.48,55,0,1.98,BR,1702503659
330,miquelon,47.0975,-56.3814,4.0,79,100,11.08,PM,1702503659
331,yreka,41.7354,-122.6345,8.6,70,0,1.54,US,1702503659
332,impfondo,1.6381,18.0667,21.34,65,65,0.91,CG,1702503659
333,hami,42.8,93.45,-9.95,61,100,3.08,CN,1702503659
334,vadso,70.0744,29.7487,-9.91,79,40,6.17,NO,1702503659
335,dukhan,25.4297,50.7858,22.15,63,22,7.27,QA,1702503659
336,mbekenyera,-10.0,38.9833,23.89,90,97,2.61,TZ,1702503659
337,maintirano,-18.0667,44.0167,27.09,75,99,2.16,MG,1702503659
338,lu-uk,5.9684,121.3122,26.12,83,89,1.2,PH,1702503659
339,barauna,-5.08,-37.6167,29.5,69,0,6.41,BR,1702503660
340,zeya,53.75,127.2667,-30.29,88,5,2.01,RU,1702503660
341,ghadamis,30.1337,9.5007,16.76,22,93,4.71,LY,1702503660
342,bururi,-3.85,29.6333,15.46,92,100,0.85,BI,1702503660
343,umm kaddadah,13.6017,26.6876,16.11,33,83,7.07,SD,1702503660
344,twon-brass,4.3151,6.2418,27.63,64,0,3.67,NG,1702503660
345,makushino,55.2103,67.2442,-23.77,83,24,3.78,RU,1702503660
346,varberg,57.1056,12.2508,-2.09,85,100,4.68,SE,1702503660
347,al hawatah,13.4167,34.6333,22.95,18,99,5.03,SD,1702503660
348,tromso,69.6496,18.957,-4.99,68,0,8.75,NO,1702503660
349,north bend,43.4065,-124.2243,13.42,71,0,1.54,US,1702503660
350,quatre cocos,-20.2078,57.7625,25.61,81,15,3.67,MU,1702503661
351,misratah,32.3754,15.0925,20.07,39,26,4.96,LY,1702503661
352,peterhead,57.5058,-1.7981,2.38,71,100,11.12,GB,1702503661
353,shingu,33.7333,135.9833,8.52,71,6,2.26,JP,1702503661
354,yanykurgan,43.915,67.2481,-7.77,19,0,6.32,KZ,1702503661
355,albacete,38.8333,-2.0,5.66,70,0,5.66,ES,1702503661
356,shijiang,27.0819,110.7933,12.97,93,5,0.5,CN,1702503661
357,muisne,0.6,-80.0333,26.12,84,65,4.19,EC,1702503661
358,isla vista,34.4133,-119.861,24.69,57,0,3.6,US,1702503661
359,oranjemund,-28.55,16.4333,15.57,84,10,4.9,NA,1702503661
360,volcan,8.7667,-82.6333,23.06,72,32,1.77,PA,1702503661
361,fale old settlement,-9.3852,-171.2468,26.05,93,100,7.99,TK,1702503662
362,yarmouth,41.7057,-70.2286,6.26,49,0,9.39,US,1702503662
363,rio preto da eva,-2.6994,-59.6997,26.88,79,99,0.86,BR,1702503623
364,ujae,8.9322,165.7642,27.93,81,38,9.48,MH,1702503662
365,sokur,55.2093,83.319,-23.59,89,100,6.66,RU,1702503662
366,borovskoy,53.8,64.15,-23.71,84,61,2.75,KZ,1702503662
367,chonchi,-42.6128,-73.8092,15.07,59,94,0.9,CL,1702503662
368,nyrob,60.733,56.7202,-17.62,83,100,4.63,RU,1702503662
369,victoria falls,-17.9235,25.843,22.08,81,100,1.18,ZW,1702503662
370,laminusa,5.5549,120.9136,27.66,79,92,3.54,PH,1702503662
371,meybod,32.2501,54.0166,12.01,41,76,2.26,IR,1702503663
372,craig,40.5153,-107.5464,4.66,65,0,2.06,US,1702503663
373,podporozh'ye,60.9112,34.1706,-8.96,94,100,2.98,RU,1702503663
374,mount gambier,-37.8333,140.7667,16.68,76,75,5.61,AU,1702503663
375,alpena,45.0617,-83.4327,2.18,60,0,2.57,US,1702503663
376,atafu village,-8.5421,-172.5159,26.55,88,100,8.44,TK,1702503663
377,saint-joseph,-21.3667,55.6167,24.21,82,91,1.31,RE,1702503663
378,swakopmund,-22.6833,14.5333,16.66,79,16,0.89,NA,1702503664
379,leava,-14.3,-178.1667,27.21,67,100,3.43,WF,1702503664
380,tevriz,57.509,72.4042,-16.34,81,100,4.01,RU,1702503664
381,okhotsk,59.3833,143.3,-21.84,88,99,11.28,RU,1702503664
382,bubaque,11.2833,-15.8333,27.85,65,100,6.02,GW,1702503664
383,park city,42.3484,-87.8842,5.37,31,0,5.66,US,1702503444
384,ontario,34.0633,-117.6509,22.4,37,20,3.6,US,1702503531
385,salahonda,2.1019,-78.7217,26.75,88,77,6.77,CO,1702503664
386,rongelap,11.1635,166.8941,27.34,82,90,9.78,MH,1702503664
387,pathein,16.7833,94.7333,23.16,94,100,2.44,MM,1702503665
388,amahai,-3.3333,128.9167,26.39,82,100,1.78,ID,1702503665
389,kenai,60.5544,-151.2583,-6.95,93,100,3.09,US,1702503665
390,conde,-7.2597,-34.9075,26.7,74,20,4.63,BR,1702503665
391,lilongwe,-13.9669,33.7873,23.97,61,100,1.66,MW,1702503665
392,happy valley-goose bay,53.3168,-60.3315,-9.83,79,40,2.57,CA,1702503665
393,papao,-17.75,-149.55,29.82,85,99,8.97,PF,1702503665
394,north bondi,-33.8824,151.2769,29.96,70,0,4.63,AU,1702503666
395,dabakala,8.3667,-4.4333,24.17,23,0,0.61,CI,1702503666
396,nar'yan-mar,67.6713,53.087,-13.74,95,100,4.42,RU,1702503666
397,scottsboro,34.6723,-86.0341,15.05,31,0,3.6,US,1702503666
398,labrador city,52.9463,-66.9114,-15.05,72,100,3.6,CA,1702503611
399,barra de santo antonio,-9.4047,-35.5072,26.6,73,2,3.36,BR,1702503666
400,kondopoga,62.2057,34.2614,-9.18,94,100,3.1,RU,1702503666
401,polyarnyy,69.1989,33.4478,-16.49,100,90,4.41,RU,1702503627
402,"kampung bukit tinggi, bentong",3.35,101.8167,24.49,98,100,0.63,MY,1702503666
403,san patricio,28.017,-97.5169,20.05,87,100,7.18,US,1702503666
404,akureyri,65.6835,-18.0878,3.96,70,40,0.0,IS,1702503667
405,dzuunharaa,48.8523,106.4579,-23.93,95,100,1.55,MN,1702503667
406,haiku-pauwela,20.9219,-156.3051,26.25,63,20,7.72,US,1702503667
407,brades,16.7918,-62.2106,26.43,70,23,11.84,MS,1702503667
408,carbonear,47.7332,-53.2148,2.56,84,100,6.44,CA,1702503667
409,richards bay,-28.783,32.0377,20.91,92,100,4.78,ZA,1702503667
410,puerto armuelles,8.2833,-82.8667,31.99,72,59,0.45,PA,1702503667
411,midvagur,62.0511,-7.1939,7.46,93,100,12.86,FO,1702503667
412,whiteville,34.3388,-78.7031,15.07,33,0,2.06,US,1702503667
413,colonia,50.9333,6.95,8.27,86,75,0.51,DE,1702503668
414,luderitz,-26.6481,15.1594,15.75,74,0,8.72,NA,1702503668
415,pacific grove,36.6177,-121.9166,19.19,60,0,2.06,US,1702503668
416,la foa,-21.7108,165.8276,26.36,53,3,1.43,NC,1702503668
417,kailua-kona,19.6406,-155.9956,27.98,76,40,5.66,US,1702503668
418,coyhaique,-45.5752,-72.0662,13.97,54,75,2.06,CL,1702503176
419,mbengwi,6.0167,10.0,18.91,56,15,0.26,CM,1702503668
420,praia da vitoria,38.7333,-27.0667,15.14,67,40,5.61,PT,1702503668
421,komyshuvakha,47.7176,35.5288,1.33,85,95,4.94,UA,1702503668
422,sanwer,22.9833,75.8333,13.36,48,67,2.87,IN,1702503668
423,sisimiut,66.9395,-53.6735,-10.75,89,100,1.29,GL,1702503668
424,swan hill,-35.3378,143.5544,20.78,46,0,6.08,AU,1702503546
425,west kelowna,49.8625,-119.5833,5.28,61,100,2.24,CA,1702503372
426,pundong,-7.9522,110.3486,25.45,84,100,2.01,ID,1702503669
427,katsuura,35.1333,140.3,13.76,71,97,3.64,JP,1702503669
428,peniche,39.3558,-9.3811,14.2,68,3,7.55,PT,1702503669
429,anadarko,35.0726,-98.2437,16.0,43,100,4.0,US,1702503669
430,xai-xai,-25.0519,33.6442,22.07,89,82,1.48,MZ,1702503669
431,kasungu,-13.0333,33.4833,21.98,69,100,1.92,MW,1702503669
432,olinda,-8.0089,-34.8553,27.85,65,40,5.66,BR,1702503670
433,nuuk,64.1835,-51.7216,-6.66,79,75,1.03,GL,1702503540
434,fengcheng,40.4536,124.0717,-2.09,57,100,2.62,CN,1702503670
435,regina,50.4501,-104.6178,8.99,34,75,6.69,CA,1702503225
436,aquiraz,-3.9014,-38.3911,28.91,75,0,5.96,BR,1702503670
437,portarlington,53.1622,-7.1911,7.33,93,100,2.24,IE,1702503670
438,codrington,-38.2667,141.9667,17.7,70,70,7.8,AU,1702503670
439,emerald,-23.5333,148.1667,24.08,74,0,5.04,AU,1702503670
440,idri,27.5,13.2667,15.13,31,95,3.3,LY,1702503670
441,neiafu,-18.65,-173.9833,28.38,65,75,2.57,TO,1702503670
442,likisa,-8.6695,125.6875,19.96,84,99,1.2,TL,1702503670
443,padang,-0.9492,100.3543,25.03,90,96,1.17,ID,1702503670
444,sitangkai,4.6628,119.3928,27.16,83,46,7.0,PH,1702503671
445,cambridge,43.3601,-80.3127,0.66,64,20,6.69,CA,1702502884
446,mirriah,13.7073,9.1501,16.68,23,0,4.44,NE,1702503671
447,taungoo,18.9333,96.4333,21.37,89,100,0.53,MM,1702503671
448,turpan,42.9333,89.1667,-6.51,25,51,0.85,CN,1702503671
449,wenchang,30.904,118.4887,10.1,90,65,0.35,CN,1702503671
450,port blair,11.6667,92.75,28.02,78,20,1.03,IN,1702503671
451,pyhajarvi,67.0701,27.2176,-22.26,100,95,0.72,FI,1702503671
452,santana,-0.0583,-51.1817,32.1,62,20,6.17,BR,1702503672
453,cururupu,-1.8283,-44.8683,26.58,79,14,2.47,BR,1702503427
454,roghun,38.7826,69.8708,-1.0,69,100,4.5,TJ,1702503672
455,barro alto,-11.7608,-41.9117,27.04,34,3,4.69,BR,1702503672
456,masterton,-40.9597,175.6575,18.27,52,2,1.09,NZ,1702503672
457,ulsteinvik,62.3432,5.8487,1.07,79,19,4.98,NO,1702503672
458,quimili,-27.6333,-62.4167,39.0,27,18,4.59,AR,1702503672
459,namibe,-15.1961,12.1522,22.89,71,100,3.9,AO,1702503673
460,pointe-noire,-4.7761,11.8635,26.37,85,100,2.14,CG,1702503673
461,kiruna,67.8557,20.2251,-14.49,92,100,1.54,SE,1702503673
462,shimoda,34.6667,138.95,11.17,75,50,3.53,JP,1702503673
463,puerto baquerizo moreno,-0.9,-89.6,27.55,74,40,8.23,EC,1702503673
464,louisville,38.2542,-85.7594,10.68,33,0,2.57,US,1702503492
465,greymouth,-42.4667,171.2,14.37,72,89,3.27,NZ,1702503673
466,mar del plata,-38.0023,-57.5575,19.9,61,0,7.2,AR,1702503483
467,moroto,2.5345,34.6666,22.63,60,78,2.24,UG,1702503673
468,puerto santa,-8.9906,-78.6456,21.35,82,31,4.78,PE,1702503673
469,parapat,2.663,98.9349,19.45,94,98,0.62,ID,1702503673
470,ponta delgada,37.7333,-25.6667,14.4,77,40,4.63,PT,1702503673
471,kalemie,-5.9475,29.1947,21.54,90,100,2.32,CD,1702503674
472,tuba city,36.135,-111.2399,11.88,25,13,1.48,US,1702503674
473,rampura,30.25,75.2333,12.51,31,77,2.49,IN,1702503674
474,dwarka,22.2394,68.9678,22.26,56,75,3.91,IN,1702503674
475,eirunepe,-6.6603,-69.8736,25.53,94,98,0.24,BR,1702503674
476,vrede,-27.4257,29.1659,13.8,92,33,4.62,ZA,1702503674
477,portland,45.5234,-122.6762,12.83,64,75,7.72,US,1702503389
478,vilyuysk,63.7553,121.6247,-22.78,96,100,4.47,RU,1702503674
479,nalut,30.3333,10.85,14.85,27,69,4.37,LY,1702503674
480,ghat,24.9647,10.1728,17.25,26,33,2.87,LY,1702503675
481,burgersdorp,-30.9977,26.3286,18.35,29,0,1.08,ZA,1702503675
482,merizo village,13.2658,144.6691,27.85,88,29,7.94,GU,1702503675
483,hadibu,12.65,54.0333,24.29,77,18,3.07,YE,1702503675
484,igarka,67.4667,86.5833,-25.78,97,95,4.8,RU,1702503675
485,svetlyy,54.675,20.1347,-0.36,96,100,3.8,RU,1702503675
486,poronaysk,49.2167,143.1167,-15.5,81,100,5.86,RU,1702503675
487,popondetta,-8.7537,148.2534,27.02,83,26,0.14,PG,1702503675
488,zakamensk,50.3741,103.2863,-28.14,95,99,0.69,RU,1702503675
489,nhamunda,-2.1861,-56.7131,29.58,61,89,1.74,BR,1702503675
490,formosa do rio preto,-11.0483,-45.1931,28.67,42,83,0.77,BR,1702503675
491,fray luis beltran,-39.3167,-65.7667,31.74,9,0,6.0,AR,1702503676
492,broome,42.2506,-75.833,1.43,62,100,6.69,US,1702503676
493,komsomol'skiy,43.9783,46.6985,2.46,98,100,4.44,RU,1702503676
494,lazaro cardenas,17.9583,-102.2,29.23,52,100,3.72,MX,1702503549
495,bulgan,48.8125,103.5347,-21.67,97,100,1.09,MN,1702503676
496,balasore,21.4942,86.9317,16.92,57,90,1.81,IN,1702503676
497,lamu,-2.2717,40.902,27.12,85,33,3.5,KE,1702503676
498,lithgow,-33.4833,150.15,24.98,51,0,6.1,AU,1702503558
499,agat village,13.3886,144.6585,28.06,85,40,5.14,GU,1702503676
500,maralal,1.0968,36.698,15.47,92,35,2.24,KE,1702503676
501,saipan,15.1355,145.701,27.39,83,40,5.14,MP,1702503676
502,reuleuet,5.2167,96.2833,25.14,81,91,1.41,ID,1702503677
503,iwon-up,40.3231,128.6553,0.35,93,100,2.99,KP,1702503677
504,vorkuta,67.5,64.0,-15.91,96,100,4.28,RU,1702503677
505,tynda,55.1667,124.7167,-40.66,98,32,1.57,RU,1702503677
506,ankang,32.68,109.0172,4.83,87,100,2.33,CN,1702503677
507,revelstoke,50.9832,-118.2023,0.01,74,100,4.63,CA,1702503677
508,acarau,-2.8856,-40.12,27.04,78,1,8.79,BR,1702503448
509,barra,-11.0894,-43.1417,30.16,39,75,2.23,BR,1702503677
510,la gi,10.6667,107.7833,23.82,83,100,2.75,VN,1702503677
511,kuqa,41.7278,82.9364,-10.38,40,0,2.17,CN,1702503677
512,sretensk,52.2453,117.7093,-34.95,100,49,0.88,RU,1702503677
513,gimbi,9.1667,35.8333,12.54,47,5,0.27,ET,1702503678
514,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-20.24,86,100,9.35,RU,1702503678
515,santa ana de yacuma,-13.75,-65.4333,33.97,49,75,4.12,BO,1702503678
516,gereida,11.2811,25.1414,20.32,21,97,7.08,SD,1702503678
517,starobin,52.7267,27.4606,0.75,99,100,4.68,BY,1702503678
518,mossendjo,-2.9506,12.7261,21.57,99,100,0.87,CG,1702503678
519,chernigovka,44.3389,132.5728,-16.07,79,16,1.18,RU,1702503678
520,yinchuan,38.4681,106.2731,0.26,63,100,1.9,CN,1702503500
521,huarmey,-10.0681,-78.1522,22.69,78,13,5.02,PE,1702503679
522,oriximina,-1.7656,-55.8661,28.99,63,100,1.93,BR,1702503447
523,yuzhno-kurilsk,44.0306,145.8556,-2.57,69,100,12.92,RU,1702503679
524,damara,4.9608,18.7035,23.52,37,41,0.07,CF,1702503679
525,lautoka,-17.6167,177.4667,28.92,51,20,2.57,FJ,1702503680
526,bartica,6.4,-58.6167,28.18,78,94,2.13,GY,1702503680
527,oroqen zizhiqi,50.5667,123.7167,-28.89,96,6,1.53,CN,1702503680
528,haukipudas,65.1765,25.3523,-9.92,52,98,3.18,FI,1702503680
529,mangai,-4.05,19.5333,21.75,98,92,0.29,CD,1702503681
530,kismayo,-0.3582,42.5454,27.31,79,16,4.5,SO,1702503681
531,guajara mirim,-10.7828,-65.3394,31.71,53,97,0.88,BR,1702503681
532,pemangkat,1.1667,108.9667,25.67,86,100,2.1,ID,1702503681
533,ankazobe,-18.3167,47.1167,20.17,85,100,2.99,MG,1702503681
534,kolonia,50.9333,6.95,8.27,86,75,0.51,DE,1702503659
535,lianran,24.9227,102.485,12.3,98,73,1.58,CN,1702503682
536,altagracia de orituco,9.8601,-66.3814,24.85,76,58,2.89,VE,1702503682
537,tinajo,29.0788,-13.7081,19.49,73,0,6.17,ES,1702503682
538,wiwili,13.6268,-85.8254,25.73,83,39,3.57,NI,1702503682
539,bikenibeu village,1.3673,173.1241,26.98,94,75,5.14,KI,1702503682
540,puqi,29.7167,113.8833,11.42,90,100,1.26,CN,1702503683
541,savanna-la-mar,18.219,-78.1332,28.97,71,100,1.38,JM,1702503683
542,sidney,-33.8679,151.2073,29.63,70,0,4.63,AU,1702503615
543,greeneville,36.1632,-82.831,11.49,35,0,0.0,US,1702503388
544,lusambo,-4.9667,23.45,20.13,99,100,0.74,CD,1702503684
545,baukau,51.5526,7.2042,8.6,88,98,0.89,DE,1702503685
546,lompoc,34.6391,-120.4579,22.66,67,0,3.09,US,1702503619
547,bowen,-20.0167,148.2333,26.17,79,98,7.95,AU,1702503685
548,axim,4.8699,-2.2405,26.52,70,0,2.41,GH,1702503685
549,remire-montjoly,4.9167,-52.2667,28.02,83,0,3.09,GF,1702503685
550,moroni,-11.7022,43.2551,26.72,82,52,0.9,KM,1702503686
551,ashburton,-37.8626,145.0794,19.58,71,10,1.34,AU,1702503686
552,springs,-26.25,28.4,18.79,91,36,7.32,ZA,1702503686
553,palopo,-2.9996,120.1921,25.2,91,100,0.92,ID,1702503687
554,atbara,17.7022,33.9864,17.0,26,44,5.26,SD,1702503687
555,belozersk,60.0326,37.7957,-10.55,90,100,5.14,RU,1702503687
556,santarem,-2.4431,-54.7083,33.07,58,20,5.14,BR,1702503687
557,zouerate,22.7187,-12.4521,20.16,23,5,3.39,MR,1702503688
558,moab,38.5733,-109.5498,9.72,45,100,1.51,US,1702503688
559,dikhil,11.5,42.1667,22.03,70,5,1.92,DJ,1702503688
560,al kharijah,25.4514,30.5464,14.18,55,0,2.61,EG,1702503688
561,fedorovskiy,45.0972,40.9517,3.74,92,100,4.18,RU,1702503688
562,lapinlahti,65.5833,30.5667,-17.61,100,100,2.18,RU,1702503688
563,mahibadhoo,3.7833,72.9667,26.04,89,100,5.96,MV,1702503688
564,albina,5.5,-54.05,25.91,85,90,2.43,SR,1702503688
565,veinticinco de mayo,-35.4323,-60.1727,26.1,75,66,2.24,AR,1702503688
